Sucursal,Tienda (nombre oficial),Lat tienda,Lon tienda,Promesa de entrega,Minutos,Banda de tiempo,Destino,Tipo de destino,Departamento,Municipio,Sección/Depto. en lámina,Latitud,Longitud,"Coordenadas (lat, lon)",Confianza coordenada,Verificar en Google Maps,Lámina
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Barrio Morazán,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.803,-89.864,"15.803, -89.864",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Barrio Santa Rosa,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.797,-89.863,"15.797, -89.863",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Calle 2 Fray,Calle,Alta Verapaz,Fray Bartolomé de las Casas,,15.8,-89.8667,"15.8, -89.8667",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Nueva Libertad,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.802,-89.87,"15.802, -89.87",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Aldea Canlech Chisec,Aldea,Alta Verapaz,Chisec,,15.83,-90.2,"15.83, -90.2",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Aldea Champeguano,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.83,-89.9,"15.83, -89.9",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Aldea Chonacobéja Fray,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.77,-89.9,"15.77, -89.9",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Aldea La Isla Raxruhá,Aldea,Alta Verapaz,Raxruhá,,15.88,-90.01,"15.88, -90.01",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Aldea Nimlacobéja Fray,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.78,-89.92,"15.78, -89.92",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Aldea Tierra Colorada Fray,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.76,-89.85,"15.76, -89.85",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Barrio Concepción Raxruhá,Barrio,Alta Verapaz,Raxruhá,,15.869,-90.036,"15.869, -90.036",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Barrio San José Raxruhá,Barrio,Alta Verapaz,Raxruhá,,15.865,-90.031,"15.865, -90.031",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Barrio Santa María Raxruhá,Barrio,Alta Verapaz,Raxruhá,,15.867,-90.034,"15.867, -90.034",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,Casco Urbano de Chahal,Cabecera,Alta Verapaz,Chahal,,15.7833,-89.5833,"15.7833, -89.5833",Alta,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1 hr,60,Hasta 1 hr,San Antonio Las Cuevas Raxruhá,Aldea,Alta Verapaz,Raxruhá,,15.85,-90.06,"15.85, -90.06",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Aldea Arenal,Aldea,Alta Verapaz,Chahal,,15.76,-89.65,"15.76, -89.65",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Aldea Bolonco La Ceiba,Aldea,Alta Verapaz,Chahal,,15.82,-89.7,"15.82, -89.7",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Aldea Erial del Pilar,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.74,-89.9,"15.74, -89.9",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Aldea Naranjal,Aldea,Alta Verapaz,Chahal,,15.8,-89.68,"15.8, -89.68",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Aldea Paraíso,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.75,-89.83,"15.75, -89.83",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Aldea Santa Rosa,Aldea,Alta Verapaz,Chahal,,15.75,-89.62,"15.75, -89.62",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Aldea Secocmococh,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.82,-89.82,"15.82, -89.82",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,San Agustín Chahal,Cabecera,Alta Verapaz,Chahal,,15.7833,-89.5833,"15.7833, -89.5833",Alta,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,1.5 hrs,90,Hasta 1.5 hrs,Sayaxché,Municipio,Petén,Sayaxché,,16.5167,-90.1833,"16.5167, -90.1833",Alta,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Aldea La Caoba,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.73,-89.95,"15.73, -89.95",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Aldea Paraíso Chisec,Aldea,Alta Verapaz,Chisec,,15.85,-90.25,"15.85, -90.25",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Aldea Playitas Chisec,Aldea,Alta Verapaz,Chisec,,15.87,-90.3,"15.87, -90.3",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Aldea Poza del Danto,Aldea,Alta Verapaz,Chahal,,15.85,-89.5,"15.85, -89.5",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Aldea Xuctzul Chisec,Aldea,Alta Verapaz,Chisec,,15.78,-90.32,"15.78, -90.32",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Cadenas Chahal,Aldea,Alta Verapaz,Chahal,,15.9,-89.3,"15.9, -89.3",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Calle 4 Fray,Calle,Alta Verapaz,Fray Bartolomé de las Casas,,15.8,-89.866,"15.8, -89.866",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,2 hrs,120,Hasta 2 hrs,Rubel Santo Chisec,Aldea,Alta Verapaz,Chisec,,15.8,-90.25,"15.8, -90.25",Baja,Ver en mapa,18
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Guatemala,Guatemala,,14.567549,-90.548952,"14.567549, -90.548952",Exacta (tienda),Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,45 min,45,Hasta 45 min,Zona 12,Zona,Guatemala,Guatemala,,14.576,-90.545,"14.576, -90.545",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,45 min,45,Hasta 45 min,Zona 21,Zona,Guatemala,Guatemala,,14.562,-90.556,"14.562, -90.556",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Mixco,Municipio,Guatemala,Mixco,,14.6306,-90.6064,"14.6306, -90.6064",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,San Miguel Petapa,Municipio,Guatemala,San Miguel Petapa,,14.5058,-90.5606,"14.5058, -90.5606",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Villa Canales,Municipio,Guatemala,Villa Canales,,14.4806,-90.5322,"14.4806, -90.5322",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Villa Nueva,Municipio,Guatemala,Villa Nueva,,14.5269,-90.5872,"14.5269, -90.5872",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 01,Zona,Guatemala,Guatemala,,14.641,-90.513,"14.641, -90.513",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 02,Zona,Guatemala,Guatemala,,14.647,-90.512,"14.647, -90.512",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 03,Zona,Guatemala,Guatemala,,14.632,-90.523,"14.632, -90.523",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 04,Zona,Guatemala,Guatemala,,14.62,-90.515,"14.62, -90.515",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 05,Zona,Guatemala,Guatemala,,14.612,-90.509,"14.612, -90.509",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 06,Zona,Guatemala,Guatemala,,14.656,-90.495,"14.656, -90.495",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 07,Zona,Guatemala,Guatemala,,14.625,-90.545,"14.625, -90.545",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 08,Zona,Guatemala,Guatemala,,14.611,-90.534,"14.611, -90.534",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 09,Zona,Guatemala,Guatemala,,14.601,-90.515,"14.601, -90.515",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 10,Zona,Guatemala,Guatemala,,14.5935,-90.508,"14.5935, -90.508",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 11,Zona,Guatemala,Guatemala,,14.591,-90.546,"14.591, -90.546",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 13,Zona,Guatemala,Guatemala,,14.585,-90.525,"14.585, -90.525",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 14,Zona,Guatemala,Guatemala,,14.57,-90.506,"14.57, -90.506",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 15,Zona,Guatemala,Guatemala,,14.59,-90.48,"14.59, -90.48",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 17,Zona,Guatemala,Guatemala,,14.635,-90.46,"14.635, -90.46",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,2 hrs,120,Hasta 2 hrs,Zona 19,Zona,Guatemala,Guatemala,,14.652,-90.545,"14.652, -90.545",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,3 hrs,180,Hasta 3 hrs,Zona 16,Zona,Guatemala,Guatemala,,14.605,-90.46,"14.605, -90.46",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,3 hrs,180,Hasta 3 hrs,Zona 18,Zona,Guatemala,Guatemala,,14.67,-90.465,"14.67, -90.465",Media,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,3 hrs,180,Hasta 3 hrs,Zona 24,Zona,Guatemala,Guatemala,,14.654,-90.47,"14.654, -90.47",Baja,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,3 hrs,180,Hasta 3 hrs,Zona 25,Zona,Guatemala,Guatemala,,14.648,-90.456,"14.648, -90.456",Baja,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,Amatitlán,Municipio,Guatemala,Amatitlán,,14.4869,-90.6156,"14.4869, -90.6156",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,CAEX,Categoría interna,,,,,,,N/A,,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,Chinautla,Municipio,Guatemala,Chinautla,,14.7,-90.5,"14.7, -90.5",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,Chuarrancho,Municipio,Guatemala,Chuarrancho,,14.85,-90.4667,"14.85, -90.4667",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,Fraijanes,Municipio,Guatemala,Fraijanes,,14.4667,-90.4333,"14.4667, -90.4333",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,Palencia,Municipio,Guatemala,Palencia,,14.66,-90.36,"14.66, -90.36",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,San Jose Del Golfo,Municipio,Guatemala,San José del Golfo,,14.7833,-90.3833,"14.7833, -90.3833",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,San Juan Sacatepéquez,Municipio,Guatemala,San Juan Sacatepéquez,,14.7186,-90.6442,"14.7186, -90.6442",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,San Pedro Ayampuc,Municipio,Guatemala,San Pedro Ayampuc,,14.7833,-90.45,"14.7833, -90.45",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,San Pedro Sacatepéquez,Municipio,Guatemala,San Pedro Sacatepéquez,,14.6833,-90.6417,"14.6833, -90.6417",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,San Raymundo,Municipio,Guatemala,San Raymundo,,14.7667,-90.5917,"14.7667, -90.5917",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,6 hrs,360,Hasta 6 hrs,Santa Catarina Pinula,Municipio,Guatemala,Santa Catarina Pinula,,14.5722,-90.4917,"14.5722, -90.4917",Alta,Ver en mapa,2
GUATEMALA,Truck Depot Zona 12,14.567549,-90.548952,48 hrs,2880,48 hrs,Departamentos,Categoría interna,,,,,,,N/A,,2
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Huehuetenango,Huehuetenango,,15.311272,-91.493261,"15.311272, -91.493261",Exacta (tienda),Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 1 Centro,Zona,Huehuetenango,Huehuetenango,,15.3197,-91.4711,"15.3197, -91.4711",Media,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 10 Hospital,Zona,Huehuetenango,Huehuetenango,,15.31,-91.47,"15.31, -91.47",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 11 Chimusinique,Zona,Huehuetenango,Huehuetenango,,15.335,-91.475,"15.335, -91.475",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 2 Minerva,Zona,Huehuetenango,Huehuetenango,,15.323,-91.476,"15.323, -91.476",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 3 Calvario,Zona,Huehuetenango,Huehuetenango,,15.317,-91.468,"15.317, -91.468",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 4 la Joya,Zona,Huehuetenango,Huehuetenango,,15.315,-91.475,"15.315, -91.475",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 5 la terminal,Zona,Huehuetenango,Huehuetenango,,15.325,-91.47,"15.325, -91.47",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 6 Jumaj,Zona,Huehuetenango,Huehuetenango,,15.328,-91.465,"15.328, -91.465",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 7 Brasilia,Zona,Huehuetenango,Huehuetenango,,15.313,-91.48,"15.313, -91.48",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 8 Estadio,Zona,Huehuetenango,Huehuetenango,,15.322,-91.462,"15.322, -91.462",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,45 min,45,Hasta 45 min,Zona 9 Zaculeo,Zona,Huehuetenango,Huehuetenango,,15.33,-91.458,"15.33, -91.458",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,1 hr,60,Hasta 1 hr,Chinacá,Aldea,Huehuetenango,Chiantla,,15.36,-91.44,"15.36, -91.44",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,1 hr,60,Hasta 1 hr,La estancia la Virgen,Aldea,Huehuetenango,Huehuetenango,,15.3,-91.45,"15.3, -91.45",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,1 hr,60,Hasta 1 hr,Malacatancito,Municipio,Huehuetenango,Malacatancito,,15.2333,-91.4833,"15.2333, -91.4833",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,1 hr,60,Hasta 1 hr,Piedras Negras,Aldea,Huehuetenango,Huehuetenango,,15.29,-91.5,"15.29, -91.5",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,1 hr,60,Hasta 1 hr,San Sebastián,Municipio,Huehuetenango,San Sebastián Huehuetenango,,15.3333,-91.5833,"15.3333, -91.5833",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,1 hr,60,Hasta 1 hr,Santa Barbara,Municipio,Huehuetenango,Santa Bárbara,,15.35,-91.6167,"15.35, -91.6167",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,Aguacatan,Municipio,Huehuetenango,Aguacatán,,15.35,-91.3,"15.35, -91.3",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,Chiantla,Municipio,Huehuetenango,Chiantla,,15.35,-91.45,"15.35, -91.45",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,Colotenango,Municipio,Huehuetenango,Colotenango,,15.4,-91.7167,"15.4, -91.7167",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,Ixtahuacan,Municipio,Huehuetenango,San Ildefonso Ixtahuacán,,15.4167,-91.7667,"15.4167, -91.7667",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,Pologua,Aldea,Totonicapán,San Francisco El Alto,,15,-91.43,"15.0, -91.43",Baja,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,San Gaspar,Municipio,Huehuetenango,San Gaspar Ixchil,,15.4,-91.7833,"15.4, -91.7833",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,San Juan Atitán,Municipio,Huehuetenango,San Juan Atitán,,15.4333,-91.6333,"15.4333, -91.6333",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,San Pedro Necta,Municipio,Huehuetenango,San Pedro Necta,,15.5,-91.7667,"15.5, -91.7667",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,San Rafael Petzal,Municipio,Huehuetenango,San Rafael Pétzal,,15.4167,-91.7333,"15.4167, -91.7333",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,2 hrs,120,Hasta 2 hrs,Santiago Chimaltenango,Municipio,Huehuetenango,Santiago Chimaltenango,,15.45,-91.6833,"15.45, -91.6833",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,3 hrs,180,Hasta 3 hrs,Cuilco,Municipio,Huehuetenango,Cuilco,,15.4,-91.95,"15.4, -91.95",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,3 hrs,180,Hasta 3 hrs,La democracia,Municipio,Huehuetenango,La Democracia,,15.5833,-91.8833,"15.5833, -91.8833",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,3 hrs,180,Hasta 3 hrs,La libertad,Municipio,Huehuetenango,La Libertad,,15.5,-91.8667,"15.5, -91.8667",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,3 hrs,180,Hasta 3 hrs,San Juan Ixcoy,Municipio,Huehuetenango,San Juan Ixcoy,,15.6,-91.45,"15.6, -91.45",Alta,Ver en mapa,12
HUEHUETENANGO,Truck Depot Huehuetenango,15.311272,-91.493261,3 hrs,180,Hasta 3 hrs,Todos santos Cuchumatanes,Municipio,Huehuetenango,Todos Santos Cuchumatán,,15.5,-91.6,"15.5, -91.6",Alta,Ver en mapa,12
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Suchitepéquez,Mazatenango,,14.536095,-91.612376,"14.536095, -91.612376",Exacta (tienda),Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,45 min,45,Hasta 45 min,Mazatenango,Municipio,Suchitepéquez,Mazatenango,,14.535,-91.504,"14.535, -91.504",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,45 min,45,Hasta 45 min,San Gabriel,Municipio,Suchitepéquez,San Gabriel,,14.4667,-91.4833,"14.4667, -91.4833",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,45 min,45,Hasta 45 min,San Lorenzo,Municipio,Suchitepéquez,San Lorenzo,,14.4667,-91.45,"14.4667, -91.45",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,45 min,45,Hasta 45 min,San francisco Zapotitlan,Municipio,Suchitepéquez,San Francisco Zapotitlán,,14.5667,-91.5167,"14.5667, -91.5167",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,1 hr,60,Hasta 1 hr,Cuyotenango,Municipio,Suchitepéquez,Cuyotenango,,14.5333,-91.5667,"14.5333, -91.5667",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,1 hr,60,Hasta 1 hr,Pueblo Nuevo,Municipio,Suchitepéquez,Pueblo Nuevo,,14.6,-91.5333,"14.6, -91.5333",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,1 hr,60,Hasta 1 hr,San bernardino,Municipio,Suchitepéquez,San Bernardino,,14.5333,-91.4667,"14.5333, -91.4667",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,1 hr,60,Hasta 1 hr,Santo Domingo,Municipio,Suchitepéquez,Santo Domingo Suchitepéquez,,14.4667,-91.4167,"14.4667, -91.4167",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,1 hr,60,Hasta 1 hr,Zunilito,Municipio,Suchitepéquez,Zunilito,,14.5833,-91.5333,"14.5833, -91.5333",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,2 hrs,120,Hasta 2 hrs,Samayac,Municipio,Suchitepéquez,Samayac,,14.5667,-91.4667,"14.5667, -91.4667",Alta,Ver en mapa,5
MAZATENANGO,Truck Depot Mazatenango,14.536095,-91.612376,2 hrs,120,Hasta 2 hrs,San Antonio,Municipio,Suchitepéquez,San Antonio Suchitepéquez,,14.5333,-91.4167,"14.5333, -91.4167",Alta,Ver en mapa,5
